LOCALITY_NAME,PRICE,PRICE_PER_SQFT,AREA,LATITUDE,LONGITUDE,LOG_PRICE
bhiwandi,5580000.0,7284.464,779.6,19.3025562,73.0588072,15.534699513568947
bolinj,4900000.0,6086.96,805.0,19.4445163,72.7942676,15.404745967162468
borivali east,47602380.952380955,36283.567142857144,1295.547619047619,19.2267228,72.8619328,17.678393358966044
borivali west,18812500.0,25316.205625,750.8125,19.2313925,72.8408607,16.750032153629512
brahmand,11257571.42857143,17294.994285714285,647.8571428571429,19.2469649,72.9818412,16.236551564943202
breach candy,78750000.0,59132.42,1330.0,18.9714363,72.8051492,18.18178884836843
byculla,47484615.384615384,27123.217692307695,1666.6923076923076,18.9766219,72.8327936,17.67591635096204
byculla east,67928571.42857143,51586.00785714285,1349.2142857142858,18.9736935,72.8367795,18.03396730561575
byculla west,13000000.0,17287.23,752.0,18.9750879,72.8282502,16.380459992348886
caesar road,13500000.0,32451.92,416.0,19.20382475,73.12026541,16.41820031748273
chakala,52800000.0,28114.98,2096.6666666666665,19.1152873,72.8618085,17.782021767615884
chandan shanti,7200000.0,10285.71,700.0,19.2874,72.8737,15.789591722875162
chandanwadi,35000000.0,43370.51,807.0,16.8366507,74.63661546,17.370858648025116
chandivali,18060869.56521739,22575.571739130435,840.4347826086956,19.1091482,72.8945793,16.709258308845456
charkop,12050000.0,18601.339999999997,648.5,19.2141193,72.8258652,16.304575300888487
chembur,30381666.666666668,31119.195,973.3333333333334,19.054818,72.89797130000001,17.229349947195637
chembur east,22750000.0,27995.24727272727,1247.1818181818182,19.07505461,72.85637752,16.940075747317277
chembur west,18266666.666666668,19854.086666666666,921.6666666666666,19.07156118,72.88538933,16.72058851799466
chincholi bunder,26900000.0,17933.33,1500.0,19.17925769,72.83572448,17.10763688174679
chinchpokli east,11000000.0,36666.67,300.0,18.98675573,72.8391943,16.213405921671733
chirak nagar,17500000.0,14000.0,1250.0,19.2111,72.9704,16.677711496036597
chunabhatti,21500000.0,18534.48,1160.0,19.0517703,72.8690974,16.88356353960952
churchgate,120000000.0,64864.86,1850.0,18.9354797,72.8271741,18.603002309079653
colaba,25000000.0,44642.86,560.0,18.915091,72.8259691,17.034386422832473
colaba post office,42000000.0,52500.0,800.0,18.9111153,72.8208482,17.553180200057167
cuffe parade,59000000.0,57281.55,1030.0,18.9157866,72.8189036,17.893048018819147
cumbala hill,117500000.0,79931.97,1470.0,18.9634974,72.8087763,18.581948900059125
curry road east,7500000.0,12500.0,600.0,18.994,72.833,15.830413711839864
dadar,34800000.0,53558.736666666664,635.0,19.0177342,72.8437523,17.365127973480334
dadar east,47900000.0,41806.683333333334,1097.3333333333333,19.0162531,72.8522274,17.68462608325797
dadar west,73316666.66666667,48217.46666666667,1580.5,19.0238887,72.8382236,18.110298530730358
dahanukar wadi,26900000.0,18487.97,1455.0,19.2085,72.8375,17.10763688174679
dahisar east,9611363.636363637,17985.746363636365,540.9090909090909,19.2486925,72.8640593,16.07845677256796
